2025-11-03 12:14, success, 0.101151
2025-11-04 00:33, success, 0.061076
2025-11-04 12:15, success, 0.094682
2025-11-05 00:34, success, 0.044975
2025-11-05 12:14, success, 0.082860
2025-11-06 00:34, success, 0.057062
2025-11-06 12:14, success, 0.103957
2025-11-07 00:34, success, 0.050293
2025-11-07 12:13, success, 0.055396
2025-11-08 00:31, success, 0.064562
2025-11-08 12:12, success, 0.092313
2025-11-09 00:36, success, 0.062262
2025-11-09 12:12, success, 0.059394
2025-11-10 00:36, success, 0.062209
2025-11-10 12:14, success, 0.081675
2025-11-11 00:35, success, 0.084707
2025-11-11 12:14, success, 0.043341
2025-11-12 00:34, success, 0.075600
2025-11-12 12:15, success, 0.077620
2025-11-13 00:34, success, 0.045718
2025-11-13 12:14, success, 0.048872
2025-11-14 00:34, success, 0.109127
2025-11-14 12:15, success, 0.047280
2025-11-15 00:33, success, 0.058872
2025-11-15 12:12, success, 0.039861
2025-11-16 00:37, success, 0.058360
2025-11-16 12:12, success, 0.051034
2025-11-17 00:36, success, 0.081809
2025-11-17 12:14, success, 0.074699
2025-11-18 00:34, success, 0.086922
2025-11-18 12:14, success, 0.095280
2025-11-19 00:34, success, 0.046904
2025-11-19 12:14, success, 0.044094
2025-11-20 00:33, success, 0.116492
2025-11-20 12:14, success, 0.055961
2025-11-21 00:34, success, 0.050132
2025-11-21 12:14, success, 0.064227
2025-11-22 00:33, success, 0.046497
2025-11-22 12:12, success, 0.041502
2025-11-23 00:39, success, 0.060648
2025-11-23 12:12, success, 0.077579
2025-11-24 00:37, success, 0.064371
2025-11-24 12:14, success, 0.044465
2025-11-25 00:33, success, 0.057265
2025-11-25 12:15, success, 0.047227
2025-11-26 00:34, success, 0.060996
2025-11-26 12:15, success, 0.081095
2025-11-27 00:34, success, 0.041881
2025-11-27 12:14, success, 0.043420
2025-11-28 00:33, success, 0.096397
2025-11-28 12:14, success, 0.065227
2025-11-29 00:33, success, 0.127019
2025-11-29 12:12, success, 0.046994
2025-11-30 00:39, success, 0.047289
2025-11-30 12:13, success, 0.077462
2025-12-01 00:42, success, 0.087144
2025-12-01 12:15, success, 0.075195
2025-12-02 00:35, success, 0.064848
2025-12-02 12:15, success, 0.073554
2025-12-03 00:34, success, 0.096719
2025-12-03 12:15, success, 0.086760
2025-12-04 00:35, success, 0.066105
2025-12-04 12:15, success, 0.058569
2025-12-05 00:35, success, 0.042762
