2025-11-03 12:14, failed, 0.000000
2025-11-04 00:33, failed, 0.000000
2025-11-04 12:15, failed, 0.000000
2025-11-05 00:34, failed, 0.000000
2025-11-05 12:14, failed, 0.000000
2025-11-06 00:34, failed, 0.000000
2025-11-06 12:14, failed, 0.000000
2025-11-07 00:34, failed, 0.000000
2025-11-07 12:13, failed, 0.000000
2025-11-08 00:31, failed, 0.000000
2025-11-08 12:12, failed, 0.000000
2025-11-09 00:36, failed, 0.000000
2025-11-09 12:12, failed, 0.000000
2025-11-10 00:36, failed, 0.000000
2025-11-10 12:14, failed, 0.000000
2025-11-11 00:35, failed, 0.000000
2025-11-11 12:14, failed, 0.000000
2025-11-12 00:34, failed, 0.000000
2025-11-12 12:15, failed, 0.000000
2025-11-13 00:34, failed, 0.000000
2025-11-13 12:14, failed, 0.000000
2025-11-14 00:34, failed, 0.000000
2025-11-14 12:15, failed, 0.000000
2025-11-15 00:33, failed, 0.000000
2025-11-15 12:12, failed, 0.000000
2025-11-16 00:37, failed, 0.000000
2025-11-16 12:12, failed, 0.000000
2025-11-17 00:36, failed, 0.000000
2025-11-17 12:14, failed, 0.000000
2025-11-18 00:34, failed, 0.000000
